"name","substanceId","casNo","ecNo","pubchem_cid","pubchem"
"haematococcus pluvialis extract","56494",,,,
"haematococcus pluvialis oil","56495",,,,
"haematococcus pluvialis powder","56496",,,,
"haematoxylum brasiletto wood extract","93841",,,,
"haematoxylum campechianum wood extract","93740","8005-33-2","232-337-6 (I)",,
"hair keratin amino acids","84626","-","-",,
"halimeda bikiniensis callus culture extract","88734",,,,
"halimeda opuntia extract","83375","-","-",,
"haliptilon attenuatum callus culture extract","88735",,,,
"halloysite","93700","1332-58-7",,,
"halobacillus lysate filtrate","96693",,,,
"halobacterium ferment lysate extract","83640","-","-",,
"halobacterium salinarum carotenoids","97508",,,,
"halocidin subunit a amide/halocidin subunit b amide","93393",,,,
"halomonas anticariensis ferment extract filtrate","94486",,,,
"halomonas elongata ferment filtrate","95216",,,,
"halopteris scoparia extract","56498",,,,
"halorubrum tebenquichense lipids","93320",,,,
"harpagide","92035","6926-08-5","230-050-0",,
"harpagophytum procumbens root extract","56501","84988-65-8","284-853-6",,
"harpagoside","91991","19210-12-9","242-881-6",,
"haslea ostrearia extract","56502","-","-",,
"havardia mexicana bark extract","95513",,,,
"hayflower extract","56504","100209-32-3","309-340-7",,
"hay water","56503","100209-32-3","309-340-7",,
"hazelnut seed oil decyl esters","92616",,,,
"hazelnut seed oil peg-8 esters","92813",,,,
"hazelnut seed oil polyglyceryl-6 esters","92812",,,,
"hc blue no. 10","34187","173994-75-7/102767-27-1","-",,
"hc blue no. 11","34188","23920-15-2",,,
"hc blue no. 12","34189","132885-85-9 / 104516-93-0","407-020-2 / -",,
"hc blue no. 13","56508",,,,
"hc blue no. 14","34190","99788-75-7","421-470-7",,
"hc blue no. 15","56509","74578-10-2","277-929-5",,
"hc blue no. 16","83772","502453-61-4",,,
"hc blue no. 17","87521","16517-75-2",,,
"hc blue no. 18","91428","852356-91-3,1166834-57-6",",",,
"hc blue no. 19","96380",,,,
"hc blue no. 2","34191","33229-34-4","251-410-3",,
"hc blue no. 20","98180",,,,
"hc blue no. 4","34192","158571-57-4",,,
"hc blue no. 5","34193","68478-64-8 / 158571-58-5",,,
"hc blue no. 6","34194","93633-79-5","403-440-5",,
"hc blue no. 8","34196","22366-99-0","244-938-0",,
"hc blue no. 9","34197","114087-41-1 / 114087-42-2","- / -",,
"hc brown no. 1","34198","83803-98-9","280-919-3",,
"hc brown no. 2","34199","83803-99-0","280-920-9",,
"hc brown no. 3","96379",,,,
"hc brown no. 4","96383",,,,
"hc green no. 1","34200","52136-25-1","257-687-7",,
"hc orange no. 1","34201","54381-08-7","259-132-4",,
"hc orange no. 2","34202","85765-48-6","416-410-1",,
"hc orange no. 3","34203","81612-54-6",,,
"hc orange no. 5","56510","97404-13-2","306-777-5",,
"hc orange no. 6","91909","1449653-83-1",,,
"hc orange no. 7","96378","30749-78-1",,,
"hc red no. 1","34204","2784-89-6","220-494-3",,
"hc red no. 10","34205","95576-89-9",,,
"hc red no. 11","34206","95576-92-4",,,
"hc red no. 13","34207","94158-13-1","303-083-4",,
"hc red no. 14","56511",,,,
"hc red no. 15","56512","90648-73-0",,,
"hc red no. 17","91910","1449471-67-3",,,
"hc red no. 18","91430",,,,
"hc red no. 19","96377","30749-88-3",,,
"hc red no. 20","98177",,,,
"hc red no. 21","98181",,,,
"hc red no. 3","34208","2871-01-4","220-701-7",,
"hc red no. 7","34209","24905-87-1","246-521-9",,
"hc red no. 8","34210","13556-29-1 / 97404-14-3 / 41959-35-7","- / 306-778-0 / -",,
"hc red no. 9","34211","56330-88-2","260-116-4",,
"hc violet no. 1","34212","82576-75-8","417-600-7",,
"hc violet no. 2","34213","104226-19-9","410-910-3",,
"hc violet no. 3","96381","33500-43-5",,,
"hc violet no. 4","96572",,,,
"hc yellow no. 10","34214","109023-83-8","-",,
"hc yellow no. 11","34215","73388-54-2",,,
"hc yellow no. 12","34216","59320-13-7",,,
"hc yellow no. 13","34217","10442-83-8","443-760-2",,
"hc yellow no. 14","56513","90349-40-9",,,
"hc yellow no. 15","56514","138377-66-9",,,
"hc yellow no. 16","91429","1184721-10-5",,,
"hc yellow no. 17","91911","1450801-55-4",,,
"hc yellow no. 18","96382",,,,
"hc yellow no. 2","34218","4926-55-0","225-555-8",,
"hc yellow no. 4","76535","59820-43-8","428-840-7",,
"hc yellow no. 5","34220","56932-44-6","260-450-0",,
"hc yellow no. 6","34221","104333-00-8","410-010-0",,
"hc yellow no. 7","34222","104226-21-3","146-420-6",,
"hc yellow no. 8","34223","66612-11-1","266-424-5",,
"hc yellow no. 9","34224","86419-69-4","415-480-1",,
"hea ipdi isocyanurate trimer/polycaprolactone diol copolymer","95993","71243-87-3",,,
"heart extract","34226","84540-00-1","283-089-0",,
"heart hydrolysate","76543","91079-92-4","293-482-9",,
"hea succinate","94415","50940-49-3",,,
"hedeoma pulegioides american herb extract","40106","98306-02-6","308-770-2",,
"hedeoma pulegioides american herb oil","40107","98306-02-6","308-770-2",,
"hederacolchiside","93688","106577-39-3",,,
"hedera helix extract","34230","84082-54-2","282-000-2",,
"hedera helix leaf extract","82782","84082-54-2","282-000-2",,
"hedera helix leaf water","56518","84082-54-2","282-000-2",,
"hedera helix stem extract","84219","84082-54-2","282-000-2",,
"hedera rhombea extract","95518",,,,
"hedta","34231","150-39-0","205-759-3",,
"hedychium coronarium flower extract","93295","1174756-93-4",,,
"hedychium coronarium powder","91381",,,,
"hedychium flavescens root extract","83078","94334-08-4","305-088-7",,
"hedychium spicatum extract","34233","93455-95-9","297-383-1",,
"hedysarum alhagi leaf/stem extract","87002","-","-",,
"helianthemum nummularium flower extract","95159",,,,
"helianthus annuus flower","96072",,,,
"helianthus annuus flower extract","82917","84776-03-4","-",,
"helianthus annuus leaf/stem extract","93218",,,,
"helianthus annuus petal extract","96778",,,,
"helianthus annuus seed","56521","84625-38-7","283-413-0",,
"helianthus annuus seed acid","34236","84625-38-7","283-413-0",,
"helianthus annuus seed butter","91282",,,,
"helianthus annuus seedcake","56523","68937-99-5","273-107-5",,
"helianthus annuus seedcake extract","94553",,,,
"helianthus annuus seed cera","56522","68937-99-5","273-107-5",,
"helianthus annuus seed flour","82446","8001-21-6","232-273-9",,
"helianthus annuus seed oil","34238","84776-03-4 (generic)/ 8001-21-6/ 164250-88-8 (generic)","-/ 232-273-9/ -",,
"helianthus annuus sprout extract","84941","84776-03-4 / 8001-21-6","- / 232-273-9",,
"helianthus tuberosus extract","83972","90045-97-9","289-963-8",,
"helianthus tuberosus leaf extract","98806",,,,
"helianthus tuberosus root extract","56524","90045-97-9","289-963-8",,
"helichrysum angustifolium cera","56525","90045-56-0","289-918-2",,
"helichrysum angustifolium flower oil","40109","90045-56-0","289-918-2",,
"helichrysum angustifolium wax","92580",,,,
"helichrysum arenarium extract","34242","85665-35-6","288-125-9",,
"helichrysum arenarium flower extract","85362","85665-35-6","288-125-9",,
"helichrysum italicum callus extract","93097",,,,
"helichrysum italicum extract","34243","90045-56-0","289-918-2",,
"helichrysum italicum flower/stem extract","94782",,,,
"helichrysum italicum flower extract","40112","90045-56-0","289-918-2",,
"helichrysum italicum flower oil","87139","90045-56-0","289-918-2",,
"helichrysum italicum flower water","56348","90045-56-0","289-918-2",,
"helichrysum italicum leaf cell extract","87522","90045-56-0","289-918-2",,
"helichrysum italicum phytoplacenta extract","93084",,,,
"helichrysum italicum root extract","94551",,,,
"helichrysum odoratissimum leaf/stem extract","93277",,,,
"helichrysum orientale flower","94429",,,,
"helichrysum stoechas callus culture lysate","97965","2251702-08-4 (generic)",,,
"helichrysum stoechas flower oil","40111","91845-22-6","295-193-3",,
"heliconia rostrata leaf extract","90271",,,,
"heliopsis longipes root powder","90004",,,,
"hema","56349","868-77-9","212-782-2",,
"hema acetoacetate","56350","21282-97-3","-",,
"hema glucoside/ethylmethacrylate trimonium chloride copolymer","56351",,,,
"hema maleate","56352","51978-15-5","257-569-5",,
"hematin","34246","15489-90-4","239-518-9",,
"hematite extract","83288","-","-",,
"hema trimellitate anhydride","95080","70293-55-9",,,
"hemerocallis fulva extract","90865",,,,
"hemerocallis fulva flower extract","56353",,,,
"hemerocallis sempervirens leaf/stem extract","91965",,,,
"hemichloris antarctica extract","93571",,,,
"hemidesmus indicus extract","98107",,,,
"hemidesmus indicus root extract","56354","90045-62-8","289-925-0",,
"hemidesmus indicus root powder","82575","90045-62-8","289-925-0",,
"hemistepa lyrata extract","89563",,,,
"hemistepta lyrata extract","97020",,,,
"hemocyanin","94814","9013-72-3",,,
"hemoglobin","85111","9008-02-0","-",,
"hemolymph extract","56355",,,,
"henicosane","40113","629-94-7","211-118-9",,
"henna","34247","83-72-7 / 84988-66-9","201-496-3 / 284-854-1",,
"heparin","34248","9005-49-6","232-681-7",,
"heptacodium miconioides flower extract","94250",,,,
"heptacodium miconioides leaf extract","94251",,,,
"heptadecadienyl furan","56356","148675-93-8",,,
"heptadienal","40115","4313-03-5","224-328-0",,
"heptamethyl decahydroindenofuran","91622","476332-65-7","449-360-4 (L)",,
"heptanal","40117","111-71-7","203-898-4",,
"heptanal diethyl acetal","40118","688-82-4","211-707-0",,
"heptanal dimethylacetal","40119","10032-05-0","233-103-6",,
"heptanoic acid","40120","111-14-8","203-838-7",,
"heptanol","40121","111-70-6","203-897-9",,
"heptapeptide-10","85777","-","-",,
"heptapeptide-12","89319",,,,
"heptapeptide-12 dimer","95069",,,,
"heptapeptide-13","90073",,,,
"heptapeptide-14","90240",,,,
"heptapeptide-15","90241",,,,
"heptapeptide-16","90341",,,,
"heptapeptide-17","90647",,,,
"heptapeptide-18","91669",,,,
"heptapeptide-19","91814",,,,
"heptapeptide-2","56357",,,,
"heptapeptide-20","91953",,,,
"heptapeptide-21","93996",,,,
"heptapeptide-22","93997",,,,
"heptapeptide-23","94016",,,,
"heptapeptide-24","94317",,,,
"heptapeptide-25","94017",,,,
"heptapeptide-26","94028",,,,
"heptapeptide-27","94268",,,,
"heptapeptide-28","94162",,,,
"heptapeptide-29","94193",,,,
"heptapeptide-3","56358",,,,
"heptapeptide-30","94195",,,,
"heptapeptide-31","94492",,,,
"heptapeptide-32","94674",,,,
"heptapeptide-33","94675",,,,
"heptapeptide-34","94791",,,,
"heptapeptide-35","94868",,,,
"heptapeptide-36","95001",,,,
"heptapeptide-36 dimer","95061",,,,
"heptapeptide-37","95002",,,,
"heptapeptide-37 dimer","95062",,,,
"heptapeptide-38","95003",,,,
"heptapeptide-38 dimer","95063",,,,
"heptapeptide-39","95005",,,,
"heptapeptide-39 dimer","95065",,,,
"heptapeptide-4","83394","-","-",,
"heptapeptide-40","95015",,,,
"heptapeptide-40 dimer","95077",,,,
"heptapeptide-41","95571",,,,
"heptapeptide-42","95572",,,,
"heptapeptide-45","97209",,,,
"heptapeptide-46","97646",,,,
"heptapeptide-47","97647",,,,
"heptapeptide-48","98056",,,,
"heptapeptide-49 sh-decapeptide-8 sp","98060",,,,
"heptapeptide-5","83678","-","-",,
"heptapeptide-50 trifluoroacetate","98406",,,,
"heptapeptide-52","98748",,,,
"heptapeptide-53 amide","98750",,,,
"heptapeptide-54","98751",,,,
"heptapeptide-6","85260","-","-",,
"heptapeptide-8","85774","-","-",,
"heptapeptide-9","85776","-","-",,
"heptasodium hexacarboxymethyl dipeptide-12","95601","1894171-13-1",,,
"heptyl acetate","40128","112-06-1","203-932-8",,
"heptyl butyrate","40129","5870-93-9","227-526-5",,
"heptyl formate","40130","112-23-2","203-949-0",,
"heptylglycerin","98011","10305-39-2",,,
"heptylidene diacetate","40133","56438-09-6","260-182-4",,
"heptyl methacrylate","40134","5459-37-0","226-727-5",,
"heptyltetrahydrofuran","40135","2435-16-7","219-423-9",,
"heptylundecanol","34250","5333-44-8","226-243-4",,
"heptyl undecylenate","86719","68141-27-5","268-850-7",,
"heptylundecyl hydroxystearate","56359",,,,
"heracleum moellendorffii leaf extract","96422",,,,
"heracleum sphondylium extract","56360","90045-67-3","289-930-8",,
"hericium erinaceum extract","82509","-","-",,
"herniaria glabra extract","34251","84775-60-0","283-888-4",,
"hesperethusa crenulata bark extract","94130",,,,
"hesperetin","56361","520-33-2","208-290-2",,
"hesperidinase","56364","37213-47-1","253-402-5",,
"heteropanax fragrans leaf extract","83192","-","-",,
"heteropyxis natalensis leaf extract","95117",,,,
"heterosigma akashiwo cell extract","90433",,,,
"heterotheca inuloides flower extract","56365","90045-70-8","289-933-4",,
"heterotheca inuloides root extract","87988","90045-70-8","289-933-4",,
"hevea brasiliensis leaf extract","56366","93685-77-9","297-625-6",,
"hevea brasiliensis seed oil","96602",,,,
"hexaacetyl myricetin","97083","14813-29-7",,,
"hexacarboxymethyl dipeptide-12","87313","-","-",,
"hexacarboxymethyl lysinyl lysinamide","87314","-","-",,
"hexachlorophene","84606",,,,
"hexacosyl glycol","34253","97338-12-0","306-604-3",,
"hexacosyl glycol isostearate","34254",,,,
"hexadec-7-en-16-olide","40139","123-69-3","204-644-5",,
"hexadeca-6,10,14-trien-3-ol","40138","70851-60-4","274-941-2",,
"hexadecalactone","40136","7370-44-7","230-924-1",,
"hexadecane","40137","544-76-3","208-878-9",,
"hexadecanolactone","56367","109-29-5","203-662-0",,
"hexadecene","56368","26952-14-7","248-131-4",,
"hexadecenoic acid","56369","17004-51-2",,,
"hexadecenyl oleylsuccinamide","96129",,,,
"hexadecenyl stearylsuccinamide","96130",,,,
"hexadecyleicosanoic acid","56370","56253-91-9","260-078-9",,
"hexadecyl methicone","76394",,,,
"hexadienal diethyl acetal","40141","27310-22-1","248-392-4",,
"hexadienyl isobutyrate","40144","16491-24-0","240-551-6",,
"hexafluoropropylene/tetrafluoroethylene copolymer","82640","-","-",,
"hexahydro-4,6,6,9,9-pentamethyl-naphthopyran","40164","1922-67-4","217-652-9",,
"hexahydro-benzofuranone","40145","6051-03-2","227-955-8",,
"hexahydro-dimethyl-methano-inden-5-ol","40162","94248-21-2","304-293-9",,
"hexahydro-dimethylspiromethanonaphthalene-oxirane","40146","41723-98-2 / 41816-03-9","255-515-5 / 255-560-0",,
"hexahydro-methanoinden-5-yl isobutyrate","40153","67634-20-2","266-825-5",,
"hexahydro-methanoinden-5-yl pivalate","40156","68039-45-2","268-261-5",,
"hexahydro-methanoinden-5-yl propionate","40157","67634-24-6","266-829-7",,
"hexahydro-methanoinden-6-ol","40150","3385-61-3","222-197-4",,
"hexahydro-methanoinden-6-yl isobutyrate","40154","68039-39-4","268-255-2",,
"hexahydro-methanoinden-6-yl-isopentenol","40155","126646-06-8",,,
"hexahydro-methanoinden-6-yl pivalate","40151","68039-44-1","268-259-4",,
"hexahydro-methanoindene","40149","4488-57-7","224-778-8",,
"hexahydro-methanoindene-5-ylidene-2-butanol","40148","105304-56-1",,,
"hexahydro-methanoindenyl formate","40152","68683-22-7","272-067-6",,
"hexahydro-methanoindenyl propionate","40158","68912-13-0","272-805-7",,
"hexahydromethoxy-methanoindene","40159","53018-24-9","258-296-4",,
"hexahydromethoxy-methanoindenes","40160","27135-90-6","248-247-5",,
"hexahydro-methyl-methylene-methano-1h-inden-6-yl acetate","40161","81836-13-7 / 81836-17-1","279-836-5 / 279-837-0",,
"hexahydropropenyloxy-methanoindene","40165","26912-64-1",,,
"hexahydro-tetramethyl-benzopyran","40166","72429-08-4","276-659-5",,
"hexahydro-tetramethyl-epoxy-methanoazulene","40167","67710-71-8","266-961-5",,
"hexahydro-tetramethyl-methanoazulen-5-one","40168","13794-73-5","237-450-4",,
"hexahydro-tetramethyl-methanoazulen-5-yl methyl ketone","40169","68039-35-0","268-253-1",,
"hexahydro-tetramethylmethanonaphthalen-8-one","40174","29461-13-0","249-648-8",,
"hexahydro-tetramethyl-methanonaphthalene","40170","1135-66-6","214-494-2",,
"hexahydro-tetramethyl-methanonaphthalene-8-methanol","40171","61826-53-7","263-251-7",,
"hexahydro-tetramethyl-methanonaphthalene-8-methyl formate","40173","61826-52-6","263-250-1",,
"hexahydro-tetramethyl-spirodioxolane-methanonaphthalene","40175","154171-77-4","415-460-1",,
"hexahydro-trimethylethanonaphthalen-8-yl methyl ketone","40176","32388-56-0","251-021-9",,
"hexahydro-trimethyl-methanoazulene-6-carbaldehyde","40177","28387-62-4","249-003-0",,
"hexamethylene bis-hydroxystearamide","85934","55349-01-4","-",,
"hexamethylenediamine/mdi copolymer","87523","-","-",,
"hexamethylene sesqui-hydroxystearamide","98427","1351785-38-0",,,
"hexamethylindan-5-ethanol","40180","1217-08-9","214-934-3",,
"hexamethylindanopyran","56371","1222-05-5","214-946-9",,
"hexamidine","34259","3811-75-4",,,
"hexamidine diparaben","56372","93841-83-9","299-055-3",,
"hexamidine paraben","34261","-","-",,
"hexanal","76399","66-25-1","200-624-5",,
"hexanal diethyl acetal","40182","3658-93-3","222-911-4",,
"hexane","84649","110-54-3","203-777-6",,
"hexanediol beeswax","34262",,,,
"hexanediol dimethacrylate","95612","6606-59-3","229-551-7",,
"hexanediol disalicylate","56374",,,,
"hexanediol distearate","34263","26730-92-7","247-947-8",,
"hexanetriol beeswax","34264",,,,
"hexapeptide-1","56375","-","-",,
"hexapeptide-10","56376","-","-",,
"hexapeptide-12","56378","-","-",,
"hexapeptide-13","56379","-","-",,
"hexapeptide-14","56380","-","-",,
"hexapeptide-15","82383","-","-",,
"hexapeptide-16","82661","-","-",,
"hexapeptide-17","83439","-","-",,
"hexapeptide-18","85663","-","-",,
"hexapeptide-19","83675","-","-",,
"hexapeptide-20","83676","-","-",,
"hexapeptide-21","84106","-","-",,
"hexapeptide-22","84119","-","-",,
"hexapeptide-23","84190","-","-",,
"hexapeptide-25","85660","-","-",,
"hexapeptide-26","85661","-","-",,
"hexapeptide-27","85664","-","-",,
"hexapeptide-28","85667","-","-",,
"hexapeptide-29","85668","-","-",,
"hexapeptide-2 ascorbyl phosphate","87315","-","-",,
"hexapeptide-30","87524","-","-",,
"hexapeptide-31","88646","-","-",,
"hexapeptide-32","88647","-","-",,
"hexapeptide-33","88645","-","-",,
"hexapeptide-34","88150",,,,
"hexapeptide-35","88299","-","-",,
"hexapeptide-36","88538","-","-",,
"hexapeptide-37","88539","-","-",,
"hexapeptide-38","88540","-","-",,
"hexapeptide-39","88541","-","-",,
"hexapeptide-4","56383","-","-",,
"hexapeptide-40","89294",,,,
"hexapeptide-40 methionyl sh-polypeptide-11","96606",,,,
"hexapeptide-40 sh-oligopeptide-1","96607",,,,
"hexapeptide-41","89293",,,,
"hexapeptide-42","89062",,,,
"hexapeptide-43","90072",,,,
"hexapeptide-44","90254",,,,
"hexapeptide-45","90255",,,,
"hexapeptide-46","90340",,,,
"hexapeptide-47","89612",,,,
"hexapeptide-48","90738",,,,
"hexapeptide-48 hcl","90616",,,,
"hexapeptide-49","90868",,,,
